-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.834936,-12.89556,13.206002,-15.15148,7.693062,6.221921
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.843052,-12.880713,13.23249,-15.1756525,7.7054234,6.21776
-20.910017,-12.855178,13.121707,-15.168964,7.674549,6.2210855
-20.931044,-12.863938,13.144038,-15.1868925,7.686399,6.229354
-20.920319,-12.849194,13.139915,-15.183138,7.6804485,6.220612
-20.979074,-12.8766165,13.204777,-15.228388,7.7170258,6.2390018
-20.961248,-12.857144,13.19712,-15.217279,7.712259,6.2356415
-20.922413,-12.833285,13.167632,-15.184289,7.7052383,6.217171
-20.939648,-12.848776,13.167097,-15.194795,7.717705,6.2204413
-20.947771,-12.859465,13.1677265,-15.203106,7.7279854,6.222568
-20.929728,-12.850065,13.149097,-15.185423,7.7181015,6.2118883
-20.907448,-12.839184,13.12781,-15.168573,7.7074523,6.2026067
-20.91274,-12.828285,13.137567,-15.171678,7.716268,6.216537
-20.957062,-12.852519,13.186521,-15.206799,7.7477508,6.254851
-21.06484,-12.911421,13.243828,-15.286186,7.792387,6.302305
-22.561089,-13.816631,14.261197,-16.278212,8.242288,6.768276
-22.502123,-13.784042,14.224603,-16.23358,8.202078,6.7494297
-22.513422,-13.794045,14.235847,-16.243992,8.20839,6.754552
-22.553467,-13.814877,14.266839,-16.270676,8.239539,6.781464
-22.666546,-13.881641,14.343528,-16.334564,8.289964,6.805581
-22.6911,-13.897463,14.369699,-16.355238,8.299466,6.811925
-22.672972,-13.8877945,14.344257,-16.341879,8.291243,6.8075733
-22.547993,-13.816201,14.281746,-16.264093,8.235601,6.7784514
-22.54807,-13.827343,14.28879,-16.2675,8.226527,6.7714806
-22.565271,-13.844852,14.309332,-16.28421,8.239063,6.7696223
-22.617878,-13.87792,14.34505,-16.329893,8.260313,6.781271
-21.854752,-13.370093,13.884231,-15.674953,7.910786,6.4663796
-21.91024,-13.401249,13.916892,-15.723022,7.9256096,6.4655075
-21.87383,-13.379381,13.894328,-15.695974,7.913825,6.4523954
-21.885359,-13.3863735,13.909424,-15.699007,7.918712,6.4548163
-21.870337,-13.381015,13.901648,-15.689034,7.9118,6.450332
-21.95025,-13.438189,13.955535,-15.753462,7.953539,6.4632335
-21.892694,-13.420403,13.904591,-15.712294,7.928438,6.4344645
-21.855806,-13.401029,13.871508,-15.690539,7.9134264,6.4203005
